,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,셀트리온,A068270,315000,433766,,컨센서스,4576,1743,1895,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,바이오,0.01,46.00,38.05,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-1.20,-21.80,-41.30,,,,,,,,,,,,
,84.84,13.01,15.33,39.62,,YOY,22.70,45.00,80.60,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-8.20,5.80,94.20,,,,,,,,,,,,
,83.50,9.81,12.00,39.70,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,124.30,24.90,15.48,3.38,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,3501.96,2262.08,4710.46,6034.13,6705.81,9490.8,9820.75,11284.6,18491.16,28769,25867,, 매출액,3827.27,3728.47,4287.99,5487.71,4986.98,4576,8064
, 영업이익,1954.5,998.45,2014.69,2589.54,2496.94,5078.29,3386.95,3780.59,7121.07,13394,11133,, 영업이익,1141.92,1202.41,1818.42,2452.74,1647.49,1743,3967
, 지배주주순이익,1744.31,1024.55,1126.76,1540.9,1779.95,3824.67,2618.42,2975.57,5112.89,12686,8219,, 지배주주순이익,949.91,1049.38,1380.93,1706.87,975.72,1895,1977
, 매출총이익율(%),73.18,69.64,72.42,61.13,59.14,73.19,55.92,55.83,55.23,0,0,, 매출총이익율(%),48.42,49.72,55.9,58.27,55.42,0,0
, 판관비율(%),17.37,25.5,29.65,18.21,21.91,19.68,21.43,22.33,16.72,0,0,, 판관비율(%),18.59,17.47,13.49,13.57,22.38,0,0
, 영업이익률(%),55.81,44.14,42.77,42.91,37.24,53.51,34.49,33.5,38.51,46.56,43.04,, 영업이익률(%),29.84,32.25,42.41,44.7,33.04,38.09,49.19
, 매출액 YOY(%),25.5,-35.4,108.2,28.1,11.1,41.5,3.5,14.9,63.9,55.6,-10.1,, 매출액 YOY(%),57.79,68.17,82.49,89.85,30.3,22.73,88.06
, 영업이익 YOY(%),9.4,-48.9,101.8,28.5,-3.6,103.4,-33.3,11.6,88.4,88.1,-16.9,, 영업이익 YOY(%),159.54,55.44,118.14,137.79,44.27,44.96,118.16
, 지배순이익 YOY(%),3.95,-41.3,10,36.8,15.5,114.9,-31.5,13.6,71.8,148.1,-35.2,, 지배순이익 YOY(%),116.07,64.15,78.87,177.84,2.72,80.58,43.16
, 매출액(개별),3489.55,2245.75,4046.22,5287.84,5775.75,8289.17,8618.84,9818.7,16897.87,0,0,, 매출액(개별),3453.57,3456.94,4042.74,4873.7,4524.49,0,0
, 영업이익(개별),1970.91,1009.84,1957.64,2541.3,2526.91,4991.35,3349.76,3599.18,7033.04,0,0,, 영업이익(개별),1072.17,1262.06,1895.18,2343.21,1532.58,0,0
, 순이익(개별),1716.21,1037.54,1280.6,2020.05,2214.13,3835.16,2543.61,2862.81,5078,0,0,, 순이익(개별),880.36,1136.27,1435.07,1701.1,805.56,0,0
, 영업이익율(%개별),56.48,44.97,48.38,48.06,43.75,60.22,38.87,36.66,41.62,0,0,, 영업이익율(%개별),31.05,36.51,46.88,48.08,33.87,0,0
, 개별/연결 순익(%),98.39,101.27,113.65,131.1,124.39,100.27,97.14,96.21,99.32,0,0,, 개별/연결 순익(%),92.68,108.28,103.92,99.66,82.56,0,0
, 연간 주가 상승율,23.11,-24.45,6.29,123.93,33.38,109.96,2.39,-14.83,101.98,-12.26,0,, EPS,689.82,762.06,1002.83,1239.53,708.57,1376.14,1435.69
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,52347.34,39671.49,42220.26,97817.21,131486.1,276614.6,284685.2,243803.7,494247.9,433766,433766,,,,,,,,,
, 주가,40477,30581,32504,72785,97077,203820,208696,177744,359000,315000,315000,,,,,,,,,
, EPS,1348.77,789.78,867.46,1146.57,1314.15,2818.16,1919.5,2169.33,3713.78,9212.55,5968.62,,,,,,,,,
, BPS,8120.16,8380.22,9603.28,12606.66,15162.13,17012.77,18503.01,20370.66,24225.8,33433.07,39401.7,,,,,,,,,
, EPS증가율(%),4,-41.4,9.8,32.2,14.6,114.4,-31.9,13,71.2,148.1,-35.2,,,,,,,,,
, BPS증가율(%),0.2,3.2,14.6,31.3,20.3,12.2,8.8,10.1,18.9,38,17.9,,,,,,,,,
, PER,30.01,38.72,37.47,63.48,73.87,72.32,108.72,81.94,96.67,34.19,52.78,,,,,,,,,
, PBR,4.98,3.65,3.38,5.77,6.4,11.98,11.28,8.73,14.82,9.42,7.99,,,,,,,,,
, PSR,14.95,17.54,8.96,16.21,19.61,29.15,28.99,21.6,26.73,15.08,16.77,,,,,,,,,
, ROE,16.61,9.42,9.03,9.09,8.67,16.56,10.37,10.65,15.33,27.56,15.15,,,,,,,,,
, ROA,10.07,5.18,4.85,5.61,5.89,11.54,7.4,7.64,10.13,20.08,11.51,,,,,,,,,
, EV,57305.92,46034.79,49489.8,104101.7,135515.7,277442.5,284843.4,245128.2,495008.6,434527,434527,,,,,,,,,
, EBITDA,2321.29,1475.55,2777.48,3411.28,3383.69,6057.79,4654.61,5372.79,8914.57,8914.57,8914.57,,,,,,,,,
, EV/EBITDA,24.69,31.2,17.82,30.52,40.05,45.8,61.2,45.62,55.53,48.74,48.74,,,,,,,,,
, DPS,242.65,23.62,40.32,25.42,43.48,18.35,18.69,47,20,20,20,,,,,,,,,
, 배당성향(%),8.92,2.87,4.53,2.16,3.27,0.64,0.95,2.14,0.52,0.22,0.34,,,,,,,,,
, 시가배당율(%),0.6,0.08,0.12,0.03,0.04,0.01,0.01,0.03,0.01,0.01,0.01,,,,,,,,,
