,대한그린파워,A060900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연간,,,,,,,,,,,,,분기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,시총과 연환산영익,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,472.54,1372.93,1141.12,145.64,331.82,321.4,296.37,156.98,49.78,49.79,,,시가총액,308,373,337,446,397,405,375,371,298,492,344,508,513,353,422,338,374,412,422,422,422,422,422,434,547,405,532,754,799,551,483,473,476,457,971,1048,1615,1358,1594,4024,
,영업이익,5.25,-21.12,-230.68,-63.76,3.73,-62.26,-66.55,-79.13,-77.24,-77.23,,,영업이익,45.5,35.58,25.11,23.24,17.42,7.49,10.82,14.26,9.34,45.47,-21.11,-30.55,-53.62,-65.02,-230.68,-251.01,-240.48,-252,-68.42,-55.75,-33.55,-39.22,3.73,15.55,-7.15,-25.1,-62.26,-86.77,-80.25,-72.14,-66.54,-60.17,-69.51,-97.69,-79.13,-79.7,-91.04,-75.06,-77.23,-77.23,
,순이익,13.16,-161.39,-433.22,-77.24,-23.84,-78.62,-125.28,-99.96,-207.88,-207.89,,,자기자본,175,176,175,180,199,209,152,164,148,253,109,155,119,121,121,11,148,211,134,141,120,126,116,128,130,100,140,155,194,198,143,131,129,90,220,250,313,346,323,323,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개별연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,연결분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
