,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,쏠리드,A050890,7490,3909,,컨센서스,655,40,29,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,통신장비,0.00,152.00,0.00,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,19.50,-574.10,-44.20,,,,,,,,,,,,
,-33.91,3.52,-10.38,-5.03,,YOY,85.80,247.80,914.60,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,4.60,184.80,211.70,,,,,,,,,,,,
,-13.30,2.13,-28.00,1.90,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,287.90,5.50,5.26,0.79,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),,,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,1515.78,1720.47,2005.69,1899.59,2397.95,2537.39,2225.81,2292.8,1728.63,3160,,, 매출액,862.16,352.61,377.26,372.8,625.95,655,
, 영업이익,125.46,191.08,167.11,53.46,110.54,209.05,10.6,-35.24,-169.28,267,,, 영업이익,91.98,-27.06,-52.23,-42.81,-47.19,40,
, 지배주주순이익,48.44,143.67,140.29,38.17,-688.31,-220.29,90.79,57.47,-115.29,224,,, 지배주주순이익,119.49,-3.56,-56.1,-29.67,-25.96,29,
, 매출총이익율(%),28.25,28.72,27.45,25.94,31.28,35.72,30.77,28.58,31.07,0,,, 매출총이익율(%),31.21,39.28,29.68,36.92,23.81,0,
, 판관비율(%),19.98,17.61,19.12,23.12,26.67,27.48,30.29,30.12,40.87,0,,, 판관비율(%),20.54,46.95,43.52,48.4,31.35,0,
, 영업이익률(%),8.28,11.11,8.33,2.81,4.61,8.24,0.48,-1.54,-9.79,8.45,,, 영업이익률(%),10.67,-7.67,-13.84,-11.48,-7.54,6.11,
, 매출액 YOY(%),137.17,13.5,16.6,-5.3,26.2,5.8,-12.3,3,-24.6,82.8,,, 매출액 YOY(%),50.85,19.61,-36.82,-30.8,-27.4,85.76,
, 영업이익 YOY(%),244.66,52.3,-12.5,-68,106.8,89.1,-94.9,-432.5,-380.4,257.7,,, 영업이익 YOY(%),394.52,65.21,-4.5,-8027.78,-151.3,247.82,
, 지배순이익 YOY(%),296.49,196.6,-2.4,-72.8,-1903.3,68,141.2,-36.7,-300.6,294.3,,, 지배순이익 YOY(%),132.38,95.02,-78.1,-172.42,-121.73,914.61,
, 매출액(개별),1505.76,1619.38,1830.88,1724.12,1683.61,1692.8,1620.43,1617.68,1284.18,0,,, 매출액(개별),590.12,296.1,300.99,346.6,340.5,0,
, 영업이익(개별),129.18,202.37,165.43,117.24,175.47,138.93,17.08,-12.47,-162.37,0,,, 영업이익(개별),45.17,12.93,-30.43,-37.46,-107.41,0,
, 순이익(개별),53.5,147.7,117,108.66,-628.86,-328.07,124.85,101.25,-73.48,0,,, 순이익(개별),88.44,33.56,-33.18,-26.04,-47.83,0,
, 영업이익율(%개별),8.58,12.5,9.04,6.8,10.42,8.21,1.05,-0.77,-12.64,0,,, 영업이익율(%개별),7.65,4.37,-10.11,-10.81,-31.54,0,
, 개별/연결 순익(%),110.45,102.8,83.4,284.67,91.36,148.93,137.52,176.18,63.73,0,,, 개별/연결 순익(%),74.01,-942.7,59.14,87.77,184.24,0,
, 연간 주가 상승율,47.03,69.37,18.51,-29.28,-33.38,29.14,-26.19,66.21,107.02,-33.13,,, EPS,228.95,-6.82,-107.49,-56.85,-49.74,55.57,
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),,,,,,,,,,
, 시가총액,714.2,1288.04,1745.95,1234.84,1074.89,1489.82,1249.84,2823.22,5844.74,3909,,,,,,,,,,
, 주가,3611,6116,7248,5126,3415,4410,3255,5410,11200,7490,,,,,,,,,,
, EPS,244.91,682.19,582.39,158.45,-2186.81,-652.08,236.45,110.13,-220.92,429.2,,,,,,,,,,
, BPS,2869.08,3515.02,3857,4585.4,2442.06,2456.37,2828.13,2349.5,2128.73,2557.75,,,,,,,,,,
, EPS증가율(%),296.5,178.5,-14.6,-72.8,-1480.1,70.2,136.3,-53.4,-300.6,294.3,,,,,,,,,,
, BPS증가율(%),0.1,22.5,9.7,18.9,-46.7,0.6,15.1,-16.9,-9.4,20.2,,,,,,,,,,
