,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,LG생활건강,A051900,1565000,244425,,컨센서스,20614,3571,2421,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,화장품,0.70,40.00,25.80,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-0.40,-1.80,-14.60,,,,,,,,,,,,
,30.64,5.14,16.77,15.53,,YOY,8.70,7.00,5.00,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-1.60,39.30,73.00,,,,,,,,,,,,
,27.70,5.57,20.10,15.10,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,35.60,20.70,9.15,4.04,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,38962.18,43262.55,46770.1,53284.92,60940.59,61051.37,67475.37,76854.24,78445.06,86794,94468,, 매출액,20132.93,18963.62,17831.59,20705.69,20944.16,20614,20741
, 영업이익,4455.31,4964.12,5110.4,6840.95,8809.37,9300.23,10392.5,11764.11,12208.65,13619,15276,, 영업이익,2409.74,3336.97,3032.82,3276.17,2562.68,3571,3476
, 지배주주순이익,3039.36,3573.04,3494.32,4603.51,5682.21,6064.12,6827.43,7780.98,7976.29,9121,10352,, 지배주주순이익,1331.02,2306.19,1998.92,2271.95,1399.23,2421,2328
, 매출총이익율(%),51.15,53.04,55.06,58.22,60.06,57.25,60.04,62.04,62.23,0,0,, 매출총이익율(%),62.78,61.74,61.31,62.1,63.59,0,0
, 판관비율(%),39.72,41.56,44.13,45.38,45.6,42.02,44.64,46.73,46.67,0,0,, 판관비율(%),50.81,44.14,44.3,46.27,51.35,0,0
, 영업이익률(%),11.43,11.47,10.93,12.84,14.46,15.23,15.4,15.31,15.56,15.69,16.17,, 영업이익률(%),11.97,17.6,17.01,15.82,12.24,17.32,16.76
, 매출액 YOY(%),12.74,11,8.1,13.9,14.4,0.2,10.5,13.9,2.1,10.6,8.8,, 매출액 YOY(%),18.53,1.15,-2.69,5.38,4.03,8.7,16.32
, 영업이익 YOY(%),20.35,11.4,2.9,33.9,28.8,5.6,11.7,13.2,3.8,11.6,12.2,, 영업이익 YOY(%),14.32,3.6,0.59,5.06,6.35,7.01,14.61
, 지배순이익 YOY(%),14.81,17.6,-2.2,31.7,23.4,6.7,12.6,14,2.5,14.4,13.5,, 지배순이익 YOY(%),32.44,3.18,-3.99,6.52,5.12,4.98,16.46
