,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,코리안리,A003690,8540,10280,,컨센서스,0,0,0,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,재보험,5.27,410.00,5.24,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,45.30,-64.40,-40.40,,,,,,,,,,,,
,7.24,0.42,5.78,2.28,,YOY,0.00,0.00,0.00,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,0.00,0.00,0.00,,,,,,,,,,,,
,8.30,0.54,6.50,2.60,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,64.00,5.20,1.46,0.36,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,56454.85,45664.12,59895.03,63844.07,66845.38,72080.79,75585.24,80515.48,84470.68,60952,62753,, 매출액,20789.38,20525.13,21929.8,20942.61,21073.13,,
, 영업이익,1865.37,1645.7,1583.73,2452.87,2072.48,1756.46,1435.84,2498.45,1922.59,2568,2695,, 영업이익,268.32,552.23,918.14,243.3,208.91,,
, 지배주주순이익,1411.86,1238.68,1174.8,1864.56,1600.49,1330.08,1029.44,1887.1,1420.52,1942,2003,, 지배주주순이익,194.54,409.82,696.8,194.14,119.76,,
, 매출총이익율(%),98.79,98.29,96.35,94.5,95.51,98.46,96.28,97.37,97.17,0,0,, 매출총이익율(%),99.79,94.64,94.6,95.01,104.47,,
, 판관비율(%),18.17,17.3,16.47,16.52,16.96,17.57,16.62,14.06,14.37,0,0,, 판관비율(%),98.5,91.95,90.41,93.85,103.48,,
, 영업이익률(%),3.3,3.6,2.64,3.84,3.1,2.44,1.9,3.1,2.28,4.21,4.29,, 영업이익률(%),1.29,2.69,4.19,1.16,0.99,,
, 매출액 YOY(%),8.97,-19.1,31.2,6.6,4.7,7.8,4.9,6.5,4.9,-27.8,3,, 매출액 YOY(%),4.95,6.83,5.44,6.23,1.36,,
, 영업이익 YOY(%),267.08,-11.8,-3.8,54.9,-15.5,-15.2,-18.3,74,-23,33.6,4.9,, 영업이익 YOY(%),101.14,-34.45,4.21,-51.98,-22.14,,
, 지배순이익 YOY(%),460.82,-12.3,-5.2,58.7,-14.2,-16.9,-22.6,83.3,-24.7,36.7,3.1,, 지배순이익 YOY(%),353.68,-35.57,3.31,-49.18,-38.44,,
, 매출액(개별),56454.85,45664.12,59895.03,63639.47,66612.48,71846.6,75543.61,80433.8,83771.02,0,0,, 매출액(개별),20750.23,19942.48,21862.71,20923.64,21042.19,,
, 영업이익(개별),1830.67,1691.75,1569.4,2452.01,2090.79,1750.9,1422.87,2510.01,2032.99,0,0,, 영업이익(개별),269.72,595.34,950.41,236.57,250.67,,
, 순이익(개별),1382.17,1288.49,1163.19,1862.44,1625.39,1325.31,1027.04,1911.66,1503.7,0,0,, 순이익(개별),205.82,450.19,731.56,188.54,133.4,,
, 영업이익율(%개별),3.24,3.7,2.62,3.85,3.14,2.44,1.88,3.12,2.43,0,0,, 영업이익율(%개별),1.3,2.99,4.35,1.13,1.19,,
, 개별/연결 순익(%),97.9,104.02,99.01,99.89,101.56,99.64,99.77,101.3,105.86,0,0,, 개별/연결 순익(%),105.8,109.85,104.99,97.12,111.39,,
, 연간 주가 상승율,-21.89,1.3,-5.68,31.02,-19.43,-3.51,-21.27,5.2,-13.39,8.24,0,, EPS,161.61,340.45,578.86,161.28,99.49,,
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,13583.43,13782.26,12999.86,17032.23,13722.08,13240.6,10423.97,10965.63,9497.12,10280,10280,,,,,,,,,
, 주가,11303,11450,10800,14150,11400,11000,8660,9110,7890,8540,8540,,,,,,,,,
, EPS,1174.83,1029.07,976,1549.04,1329.65,1105,855.24,1567.76,1180.14,1613.3,1663.97,,,,,,,,,
, BPS,11755.92,12054.08,15277.72,16754.77,17542.59,17969.87,18589.59,20404.01,20403.32,22015.66,23679.63,,,,,,,,,
, EPS증가율(%),460.8,-12.4,-5.2,58.7,-14.2,-16.9,-22.6,83.3,-24.7,36.7,3.1,,,,,,,,,
, BPS증가율(%),0.1,2.5,26.7,9.7,4.7,2.4,3.4,9.8,0,7.9,7.6,,,,,,,,,
, PER,9.62,11.13,11.07,9.13,8.57,9.95,10.13,5.81,6.69,5.29,5.13,,,,,,,,,
, PBR,0.96,0.95,0.71,0.84,0.65,0.61,0.47,0.45,0.39,0.39,0.36,,,,,,,,,
, PSR,0.24,0.3,0.22,0.27,0.21,0.18,0.14,0.14,0.11,0.17,0.16,,,,,,,,,
, ROE,9.99,8.54,6.39,9.25,7.58,6.15,4.6,7.68,5.78,7.33,7.03,,,,,,,,,
, ROA,1.93,1.63,1.39,2.08,1.67,1.32,0.96,1.61,1.13,1.53,1.55,,,,,,,,,
, EV,13583.43,13782.26,12999.86,17032.23,13722.08,13240.6,10423.97,10965.63,9497.12,10280,10280,,,,,,,,,
, EBITDA,1887.09,1662.26,1631.77,2542.65,2165.02,1855.29,1512.67,2560.48,2008.28,2008.27,2008.27,,,,,,,,,
, EV/EBITDA,7.2,8.29,7.97,6.7,6.34,7.14,6.89,4.28,4.73,5.12,5.12,,,,,,,,,
, DPS,245.1,181.37,225,350,325,300,275,500,450,450,450,,,,,,,,,
, 배당성향(%),19.94,16.82,22,21.56,23.33,25.91,30.69,30.44,32.4,27.89,27.04,,,,,,,,,
, 시가배당율(%),2.17,1.58,2.08,2.47,2.85,2.73,3.18,5.49,5.7,5.27,5.27,,,,,,,,,
, 차입금비율(%),0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
, 부채비율(%),417.14,425.18,360.25,345.19,353.74,365.34,380.46,377.73,409.78,409.78,409.78,,,,,,,,,
, 매출채권회전일수,0,0,0,0,0,0,0,0,50.78,50.78,50.78,,,,,,,,,
, 재고자산회전일수,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
, 상장주식수 (만주),12017.54,12036.91,12036.91,12036.91,12036.91,12036.91,12036.92,12036.92,12036.91,12037.47,12037.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익계산서,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익계산서,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,56454.85,45664.12,59895.03,63844.07,66845.38,72080.79,75585.24,80515.48,84470.68,60952,62753,, 매출액,20789.38,20525.13,21929.8,20942.61,21073.13,,
