,서울가스,A017390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연간,,,,,,,,,,,,,분기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,시총과 연환산영익,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,19282.8,21396.58,20328.68,15402.71,12720.4,13504.21,13889.7,13610.02,12807.11,12807.1,,,시가총액,2525,2275,2488,2325,2390,3120,4010,5100,5025,5525,5900,6250,6300,7400,7150,7275,6950,6375,5675,4075,4320,4300,4110,4040,4205,4710,4715,4250,4550,4425,4270,4200,3860,3360,3530,3040,3445,3880,4525,4815,
,영업이익,150.75,148.3,74.28,-24.77,-67.01,101.33,43.42,104.58,79.9,79.9,,,영업이익,201.13,191.65,150.57,130.03,61.11,33.77,188,150.96,270.21,284.99,148.3,127.6,49.09,32.85,74.27,139.81,35.51,-19.85,-24.77,-11.2,-32.92,-19.8,-67.01,-88.52,-122.08,-129.06,101.34,123.57,155.91,140.27,43.41,26.12,78.52,122.44,104.58,120.91,86.67,72.32,79.9,79.9,
,순이익,651.05,671.13,607.25,444.99,231.98,363.27,413.82,291.78,1310.13,1310.13,,,자기자본,6673,6766,6661,6802,6906,7018,7187,7373,7691,7705,7791,8042,8245,8300,8366,8558,8669,8636,8694,8835,8907,8854,8863,9000,9038,8985,9124,9293,9335,9296,9436,9558,9681,9640,9640,9770,9803,10907,10305,10305,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개별연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,연결분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,18851.54,18858.66,18267.74,15331.73,12653.6,13438.98,13820.43,13525.28,12719.68,,,,매출액,2704.11,1711.38,5196.47,8067.01,2791.71,1859.32,6503.8,8565.61,4028.66,2578.19,6224.12,7950.41,3404.87,2600.32,6373.08,7568.36,2568.77,1750.99,3514.59,5835.62,1848.54,1247.71,3788.53,5531.14,2016.6,1500.61,4455.86,5931.5,2093.02,1450.87,4414.31,5718.42,2207.81,1533.35,4150.44,5403.85,2227.74,1343.81,3831.7,0,
,영업이익,157.92,110.81,36.32,-11.17,-59.3,113.17,29.62,98.1,68.17,,,,영업이익,114.13,-78.48,-80.08,174.46,45.21,-105.82,74.15,137.42,164.46,-91.04,-62.54,116.72,85.95,-107.28,-21.12,182.26,-18.35,-162.64,-26.04,195.83,-40.07,-149.52,-73.25,174.32,-73.63,-156.5,157.15,196.55,-41.29,-172.14,60.29,179.26,11.11,-128.22,42.43,195.59,-23.13,-142.57,50.01,0,
,순이익,596.43,585.17,529.84,475.97,345.77,441.95,306.17,140.76,1538.18,,,,순이익,111.16,94,-94.31,350.69,104.79,111.83,191.7,233.85,312.98,34.45,89.85,301.38,216.57,28.27,61.03,255.9,107.99,-38.18,119.28,206.21,70.67,-37.91,-6.99,218.83,33.26,-57.47,168.64,238.59,39.7,-37.51,173.05,187.09,118.6,-46.56,32.64,198.45,32.7,1109.72,-30.74,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
