,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,현대건설,A000720,46150,51391,,컨센서스,41097,1833,1059,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,대형건설사,1.30,105.00,11.06,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-2.50,-37.90,-317.30,,,,,,,,,,,,
,42.01,0.77,1.84,3.33,,YOY,1.30,10.90,-20.90,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-5.00,103.80,193.40,,,,,,,,,,,,
,12.80,0.76,6.00,5.30,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,34.10,6.50,2.44,0.42,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,133248.2,138520.4,172764.8,192331.8,188250.2,168870.9,167308.9,172787.9,169708.6,184093,200135,, 매출액,46314.84,40588.64,45441.5,40424.83,43253.62,41097,46291
, 영업이익,7604.08,7040.97,8291.95,10893.28,11589.59,9861.05,8399.89,8596.67,5489.72,8893,10703,, 영업이익,1702.12,1653.47,1538.58,1398.46,899.21,1833,2225
, 지배주주순이익,5098.56,4410.71,3312.92,4209.91,5721.12,2016.97,3816.06,4074.28,1223.22,4399,5266,, 지배주주순이익,-71.64,1339.22,460.81,557.4,-1134.21,1059,1034
, 매출총이익율(%),9.37,8.08,8.17,8.97,10.25,10.53,9.93,9.99,8.23,0,0,, 매출총이익율(%),9.83,10.72,6.92,8.62,6.92,0,0
, 판관비율(%),3.67,3,3.37,3.31,4.09,4.7,4.91,5.01,5,0,0,, 판관비율(%),6.16,6.64,3.53,5.16,4.84,0,0
, 영업이익률(%),5.71,5.08,4.8,5.66,6.16,5.84,5.02,4.98,3.23,4.83,5.35,, 영업이익률(%),3.68,4.07,3.39,3.46,2.08,4.46,4.81
, 매출액 YOY(%),11.78,4,24.7,11.3,-2.1,-10.3,-0.9,3.3,-1.8,8.5,8.7,, 매출액 YOY(%),3.7,4.67,-2.94,-1.11,-6.61,1.25,1.87
, 영업이익 YOY(%),3.37,-7.4,17.8,31.4,6.4,-14.9,-14.8,2.3,-36.1,62,20.4,, 영업이익 YOY(%),4.61,-19.42,-37.22,-41.53,-47.17,10.86,44.61
, 지배순이익 YOY(%),-19.75,-13.5,-24.9,27.1,35.9,-64.7,89.2,6.8,-70,259.6,19.7,, 지배순이익 YOY(%),-111.67,26.45,-68.15,-66.02,-1483.21,-20.92,124.39
, 매출액(개별),104334.4,105386.8,106670.6,107163.4,110410.8,101679.6,100161.3,100146.6,93201.13,0,0,, 매출액(개별),27135.14,22734.88,25122.12,22480.31,22863.82,0,0
, 영업이익(개별),4156.34,4239.78,3702.42,5161.66,5897.18,4188.15,3049.23,3705.64,2363.63,0,0,, 영업이익(개별),726.69,566.27,868.04,715.6,213.72,0,0
, 순이익(개별),3470.19,3180.15,2235.78,3107.57,3231.33,1488.64,2334.1,2709.58,1024.77,0,0,, 순이익(개별),192.82,1008.21,288.67,485.92,-758.03,0,0
