,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,현대미포조선,A010620,66400,26522,,컨센서스,6947,135,83,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,조선,0.00,52.00,47.19,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,5.40,-366.90,-459.20,,,,,,,,,,,,
,-136.07,1.14,-0.84,0.61,,YOY,-10.60,-59.90,-79.70,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,5.50,135.60,111.30,,,,,,,,,,,,
,13.40,0.76,5.70,3.60,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,149.60,3.60,1.27,0.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,44153.51,39858.35,39674.77,46524.32,34464.58,24534.33,24030.16,29941.01,27920.11,29384,30971,, 매출액,7262.12,7772.76,7242.01,6317.85,6587.49,6947,6884
, 영업이익,939.95,-2751.61,-8677.23,665.73,1910.7,1079.49,708.96,926.2,366.9,796,1180,, 영업이익,108.44,336.43,121.15,288.36,-379.04,135,219
, 지배주주순이익,975.26,-2377.78,-6328.49,381.9,345.73,4369.34,850.14,532.52,-194.91,488,746,, 지배주주순이익,-73.76,409.68,25.78,102.47,-732.84,83,149
, 매출총이익율(%),8.12,0.08,-13.42,8.73,10.11,8.5,7.14,6.38,4.71,0,0,, 매출총이익율(%),6.01,7.11,5.01,8.03,-1.64,0,0
, 판관비율(%),5.99,6.99,8.45,7.3,4.56,4.1,4.19,3.28,3.39,0,0,, 판관비율(%),4.52,2.78,3.33,3.46,4.11,0,0
, 영업이익률(%),2.13,-6.9,-21.87,1.43,5.54,4.4,2.95,3.09,1.31,2.71,3.81,, 영업이익률(%),1.49,4.33,1.67,4.56,-5.75,1.94,3.18
, 매출액 YOY(%),-4.51,-9.7,-0.5,17.3,-25.9,-28.8,-2.1,24.6,-6.7,5.2,5.4,, 매출액 YOY(%),-0.2,10.25,-12.92,-13.6,-9.29,-10.62,-4.94
, 영업이익 YOY(%),-75.51,-392.7,-215.4,107.7,187,-43.5,-34.3,30.6,-60.4,117,48.2,, 영업이익 YOY(%),39.99,28.56,-62.05,21.74,-449.54,-59.87,80.77
, 지배순이익 YOY(%),-51.2,-343.8,-166.2,106,-9.5,1163.8,-80.5,-37.4,-136.6,350.4,52.9,, 지배순이익 YOY(%),40.48,109.11,-85.24,-56.53,-893.55,-79.74,477.97
, 매출액(개별),40032.85,34870.4,33652.77,37017.84,34421.79,24413.46,24050.67,29994.88,27807.81,0,0,, 매출액(개별),7260.76,7780.67,7224.9,6267.5,6534.73,0,0
, 영업이익(개별),1110.74,-2058.26,-8323.73,406.49,1640.01,815.86,516.67,575.03,65.79,0,0,, 영업이익(개별),-19.32,300.5,83.87,113.11,-431.68,0,0
, 순이익(개별),1121.37,-1879.13,-6952.84,259.23,402.24,4264.62,878.26,431.03,-310.72,0,0,, 순이익(개별),-83.22,401.55,12.62,25.49,-750.38,0,0
, 영업이익율(%개별),2.77,-5.9,-24.73,1.1,4.76,3.34,2.15,1.92,0.24,0,0,, 영업이익율(%개별),-0.27,3.86,1.16,1.8,-6.61,0,0
, 개별/연결 순익(%),114.98,79.03,109.87,67.88,116.35,97.6,103.31,80.94,159.42,0,0,, 개별/연결 순익(%),112.83,98.02,48.95,24.88,102.39,0,0
, 연간 주가 상승율,13.39,40.16,-60.84,-25.25,28.99,17.11,52.07,-23.25,4.23,38.33,0,, EPS,-184.66,1025.67,64.54,256.54,-1834.72,207.8,373.03
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,25400,35600,13940,10420,13440,15740,23965.29,18393.36,19172.23,26522,26522,,,,,,,,,
, 주가,63669,89237,34943,26119,33690,39455,60000,46050,48000,66399.95,66399.95,,,,,,,,,
, EPS,2444.64,-5960.28,-15863.46,957.28,866.64,10952.51,2128.43,1333.23,-487.98,1221.75,1867.67,,,,,,,,,
