,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,코웨이,A021240,68400,50479,,컨센서스,8420,1473,1054,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,가전제품,1.75,103.00,11.23,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,1.20,-5.70,-31.70,,,,,,,,,,,,
,12.47,3.38,27.15,18.57,,YOY,9.50,6.10,3.70,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-2.40,13.50,56.20,,,,,,,,,,,,
,19.70,5.90,29.60,17.50,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,31.70,12.70,7.61,3.08,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,19928.38,21183.42,21603.16,23152.42,23763.28,25167.72,27073.15,30189.13,32374.11,34882,38372,, 매출액,7946.11,7689.37,8055.04,8004.03,8625.68,8420,8722
, 영업이익,2261.47,3390.32,3644.29,4633.39,3387.97,4727.49,5198.27,4582.75,6064.39,6211,7118,, 영업이익,446.22,1388.63,1691.52,1686.12,1298.12,1473,1588
, 지배주주순이익,940.43,2450.75,2496.91,3431.48,2436.47,3260.84,3502.41,3329.42,4048.92,4299,4989,, 지배주주순이익,197.26,1016.25,1189.56,1168.39,674.72,1054,1145
, 매출총이익율(%),65.96,65.96,66.37,68.52,65.82,68.27,67.56,66.53,67.75,0,0,, 매출총이익율(%),65.03,67.85,68.88,67.01,67.32,0,0
, 판관비율(%),54.62,49.96,49.5,48.51,51.57,49.49,48.36,51.35,49.02,0,0,, 판관비율(%),59.41,49.79,47.88,45.94,52.27,0,0
, 영업이익률(%),11.35,16,16.87,20.01,14.26,18.78,19.2,15.18,18.73,17.81,18.55,, 영업이익률(%),5.62,18.06,21,21.07,15.05,17.49,18.21
, 매출액 YOY(%),9.23,6.3,2,7.2,2.6,5.9,7.6,11.5,7.2,7.7,10,, 매출액 YOY(%),11.66,8.41,6.62,5.37,8.55,9.5,8.28
, 영업이익 YOY(%),-3.66,49.9,7.5,27.1,-26.9,39.5,10,-11.8,32.3,2.4,14.6,, 영업이익 YOY(%),-65.36,2.74,22.36,20.21,190.91,6.08,-6.12
, 지배순이익 YOY(%),-43.71,160.6,1.9,37.4,-29,33.8,7.4,-4.9,21.6,6.2,16.1,, 지배순이익 YOY(%),-71.73,1.12,16.68,5.48,242.05,3.71,-3.75
, 매출액(개별),18068.33,19337.31,20136.41,21612.98,22045.34,23205.04,23954.99,25310.12,25925.47,0,0,, 매출액(개별),6381.94,6285.17,6553.81,6414.62,6671.87,0,0
, 영업이익(개별),2278.12,3332.16,3774.93,4629.56,3686.91,4784.11,4772.16,3946.6,4555.01,0,0,, 영업이익(개별),223.71,1156.9,1359.64,1249.36,789.11,0,0
, 순이익(개별),1197.49,2531.93,2429.37,3494.46,2754.54,3224.05,3322.78,2865.41,2805.51,0,0,, 순이익(개별),-1.98,982.92,920.33,719.55,182.71,0,0
, 영업이익율(%개별),12.61,17.23,18.75,21.42,16.72,20.62,19.92,15.59,17.57,0,0,, 영업이익율(%개별),3.51,18.41,20.75,19.48,11.83,0,0
, 개별/연결 순익(%),127.33,103.31,97.3,101.84,113.05,98.87,94.87,86.06,69.29,0,0,, 개별/연결 순익(%),-1,96.72,77.37,61.58,27.08,0,0
, 연간 주가 상승율,18.99,52.47,26.81,-0.12,4.99,10.65,-24.16,25.64,-21.91,-5.91,0,, EPS,267.29,1377.04,1611.88,1583.19,914.26,1428.19,1551.5
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,33587.85,51210.86,64939.08,64861.95,67443.99,73097.3,54685.52,68707.45,53652.32,50479,50479,,,,,,,,,
, 주가,43550,66400,84200,84100,88300,97700,74100,93100,72700,68400.01,68400.01,,,,,,,,,
, EPS,1219.36,3177.64,3237.49,4449.26,3189.91,4358.36,4745.84,4511.43,5486.37,5825.23,6760.19,,,,,,,,,
, BPS,10179.41,12199.56,13465.75,16043.65,15485.83,13127.89,14743.66,14611.3,20207.45,26032.65,32792.84,,,,,,,,,
