,한컴위드,A054920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연간,,,,,,,,,,,,,분기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,시총과 연환산영익,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,201.06,213.79,181.39,145.3,144.75,163.89,157.13,158.29,309.21,309.21,,,시가총액,142,127,202,281,310,295,332,567,334,358,321,443,427,405,349,384,350,418,491,417,490,580,509,558,422,391,427,599,449,431,452,530,601,488,523,549,889,1337,1792,2920,
,영업이익,6.47,9.32,0.88,-8.97,5.06,0.94,2.65,-4.22,23.71,23.71,,,영업이익,-8.63,-12.37,11.67,15.81,25.09,21.93,5.98,5.43,9.7,10.24,8.69,8.31,6.59,3.72,0.88,-4.5,-4.32,-4.75,-8.96,-4.89,-2.81,5.64,5.05,-5.63,-13.88,-18.64,0.94,0.58,-5.17,-10.57,2.64,-0.17,16.21,11.37,-4.22,5.73,0.11,28.54,23.71,23.71,
,순이익,19.43,2.21,-3.53,-37.17,-1.11,13.72,2.81,336.86,76.26,76.25,,,자기자본,311,305,485,462,463,457,505,513,544,535,545,572,577,580,533,528,506,506,485,493,497,508,502,498,507,511,532,558,575,572,602,604,749,745,1243,1252,1268,1296,1305,1305,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개별연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,연결분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
