,한미사이언스,A008930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연간,,,,,,,,,,,,,분기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,시총과 연환산영익,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,201.79,2203.96,5328.86,7766.29,6652.85,6523.24,7079.95,8166.19,8573.83,8573.84,,,시가총액,2430,2051,2076,1967,1880,2379,3919,5595,7547,7755,6901,7392,9220,8674,8835,19615,75771,79488,75195,90933,89184,66451,35615,35873,52564,57235,70484,59054,41021,55752,51147,50111,44155,25638,25315,16932,21982,38815,51219,40652,
,영업이익,132.02,111.85,174.71,2164.15,286.52,390.71,261.55,379.86,325.02,325.02,,,영업이익,11.32,19.59,30.64,5.33,19.2,39.22,132.02,153.38,156,133.26,111.85,242.64,245.11,249.82,174.71,42.8,316.55,381.27,2164.15,2428.14,2272.54,2274.79,286.5,97.47,65.47,100.66,390.72,360.15,333.29,306.81,261.56,275.81,305.29,285.42,379.86,386.03,356.76,240.03,325.02,325.02,
,순이익,124.79,95.78,213.12,1785.21,79.38,300.69,180.2,307.42,226.01,226.01,,,자기자본,4123,4123,3723,3687,3702,3848,3927,4083,4049,4204,4079,4249,4246,4324,4161,4260,4569,4445,5837,5750,5893,6693,6453,6480,6592,6772,6652,6508,6597,6644,6531,6493,6534,6597,6457,6388,6486,6444,6587,6587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개별연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,연결분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,179.77,225.44,227.3,1734.96,356.44,299.35,299.94,348.93,355.53,,,,매출액,37.82,45.13,46.91,53.75,46.22,47.73,54.09,517.53,561.73,553.53,571.17,1233.79,1294.97,1369.66,1430.45,1555.72,1739.58,1831.39,2639.6,1708.54,1646.92,1670.38,1627.01,1577.85,1631.22,1707.98,1606.2,1734.96,1722.18,1704.5,1918.32,1881.65,2056.68,2041.71,2186.15,2144,2084.6,2158.44,2186.8,0,
,영업이익,41.92,69.48,66.24,1519.78,145.24,84.16,90.7,101.16,117.93,,,,영업이익,16.32,23.27,-34.95,0.69,30.19,43.29,57.85,22.05,32.81,20.55,36.44,152.84,35.28,25.26,-38.67,20.93,309.03,89.98,1744.21,284.92,153.43,92.23,-244.08,95.89,121.43,127.42,45.98,65.32,94.57,100.94,0.73,79.57,124.05,81.07,95.17,85.74,94.78,-35.66,180.16,0,
,순이익,28.03,51.13,63.39,1134.99,64.91,28.27,61.42,56.34,77.91,,,,순이익,15.37,-158.04,-24.85,-4.17,26.24,41.48,61.24,20.74,28.38,19.6,27.07,147.98,22.68,19.93,22.53,202.7,232.73,-81.19,1430.97,171.88,195.59,54.65,-342.74,66.58,92.34,110.73,31.04,70.9,87.48,86.82,-65,59.84,109.03,60.48,78.07,65.22,79.21,-74.62,156.2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매출액+G,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,개별분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
