,마크로젠,A038290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연간,,,,,,,,,,,,,분기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연결연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,시총과 연환산영익,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,441.29,480.78,541.3,795.34,911.13,1017.93,1128.31,1028.15,1126.03,1126.05,,,시가총액,701,736,2009,1409,1298,1774,1657,2223,1801,1919,1529,2343,2157,2873,2281,3335,3447,3057,3094,3117,3487,3032,2951,2720,2660,2249,3424,5059,3728,4184,3107,3606,3203,2460,2630,4285,3321,3252,2881,3766,
,영업이익,51.88,35.68,26.01,41.67,31.41,30.19,9.29,37.11,71.62,71.62,,,영업이익,22.85,38.96,44.34,49.91,53.06,51.76,50.69,52.28,48.72,39.09,35.68,36.76,32.24,28.36,26.01,15.46,13.52,32.65,41.67,61.77,58.49,41.08,31.41,25.72,20.31,19.24,30.2,38.56,44.42,38.51,9.28,6.49,-6.42,-5.11,37.1,21.89,3.56,-0.83,71.62,71.62,
,순이익,34.69,64.26,29.89,101.72,43.01,95.29,26.45,-35.01,883.37,883.37,,,자기자본,386,402,427,455,479,514,514,525,554,576,598,632,635,635,668,677,704,705,761,779,790,775,826,807,821,812,943,1268,1248,1167,1180,1279,1314,1292,1133,1106,1076,1057,1981,1981,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개별연간 매영순,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,연결분기 매영순,11.2Q,11.3Q,11.4Q,12.1Q,12.2Q,12.3Q,12.4Q,13.1Q,13.2Q,13.3Q,13.4Q,14.1Q,14.2Q,14.3Q,14.4Q,15.1Q,15.2Q,15.3Q,15.4Q,16.1Q,16.2Q,16.3Q,16.4Q,17.1Q,17.2Q,17.3Q,17.4Q,18.1Q,18.2Q,18.3Q,18.4Q,19.1Q,19.2Q,19.3Q,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,
,매출액,428.06,475.14,518.11,649.27,676.6,714.59,872.65,909.77,905.34,,,,매출액,83.59,72.16,96.75,91,115.84,102.14,118.54,111.49,123.81,107.49,137.99,115.08,126.31,121.69,178.21,154.68,176.57,229.79,234.29,229.64,212.9,205.23,263.35,242.46,236.68,242.23,296.56,269.15,271.66,248.39,339.12,297.23,266.76,298.97,165.19,335.36,284.25,316.04,190.4,0,
,영업이익,53.59,44.14,34.18,46.42,35.97,25.83,35.65,35.38,38.9,,,,영업이익,14.85,16.11,15.38,3.57,18,14.81,14.31,5.16,14.44,5.18,10.9,6.24,9.92,1.3,8.55,-4.31,7.98,20.43,17.57,15.79,4.7,3.02,7.9,10.1,-0.71,1.95,18.86,18.46,5.15,-3.96,-10.37,15.67,-7.76,-2.65,31.84,0.46,-26.09,-7.04,104.29,0,
,순이익,34.91,73.49,40.29,73.8,51.27,179.24,38.19,97.07,28.47,,,,순이익,15.62,17.43,-4.3,6.2,14.91,15.03,-1.72,8.81,16.02,4.92,34.51,8.92,8.05,2.82,10.1,3.38,11.82,22.16,64.36,16.74,15.69,-26.3,36.88,-26.21,10.05,-4.11,115.56,29.15,0.61,-10.9,7.59,84.81,34.45,-15.19,-139.08,-7.44,-39.01,-28.91,958.73,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
