,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,네오위즈,A095660,24450,5387,,컨센서스,771,156,168,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,게임,0.00,21.00,9.57,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-1.00,3.30,76.80,,,,,,,,,,,,
,8.94,1.39,15.54,20.74,,YOY,16.30,14.60,34.90,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,0.70,20.80,-7.80,,,,,,,,,,,,
,21.70,1.15,4.70,11.20,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,2012.10,5.80,6.41,0.87,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,6752.74,4428.18,1950.19,1900.71,1910.38,1740.45,2154.9,2544.98,2896.06,3191,3511,, 매출액,722.74,662.76,722.19,745.64,765.48,771,780
, 영업이익,1149.61,963.49,300.98,156.75,234.71,108.73,225.56,325.67,603.36,661,791,, 영업이익,101.07,136.18,178.32,159.76,129.1,156,142
, 지배주주순이익,74.97,468.89,-76.05,-206.08,103.29,-15.33,320.45,241.87,602.33,531,641,, 지배주주순이익,22.83,124.53,156.15,139.52,182.13,168,112
, 매출총이익율(%),37.34,44.22,52.12,53.18,55.13,47.18,51.59,100,100,0,0,, 매출총이익율(%),100,100,100,100,100,0,0
, 판관비율(%),20.32,22.46,36.69,44.93,42.85,40.93,41.12,87.2,79.17,0,0,, 판관비율(%),86.02,79.45,75.31,78.57,83.13,0,0
, 영업이익률(%),17.02,21.76,15.43,8.25,12.29,6.25,10.47,12.8,20.83,20.71,22.53,, 영업이익률(%),13.98,20.55,24.69,21.43,16.87,20.23,18.21
, 매출액 YOY(%),1.13,-34.4,-56,-2.5,0.5,-8.9,23.8,18.1,13.8,10.2,10,, 매출액 YOY(%),20.52,7.84,20.39,22.68,5.91,16.33,8
, 영업이익 YOY(%),-14.18,-16.2,-68.8,-47.9,49.7,-53.7,107.4,44.4,85.3,9.6,19.7,, 영업이익 YOY(%),54.35,79.54,93.43,182.46,27.73,14.55,-20.37
, 지배순이익 YOY(%),-89.74,525.4,-116.2,-171,150.1,-114.8,2190.3,-24.5,149,-11.8,20.7,, 지배순이익 YOY(%),-84.16,69.18,25.88,552.57,697.77,34.91,-28.27
