,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,KSS해운,A044450,10850,2516,,컨센서스,0,0,0,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,해상운송,2.76,298.00,0.00,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-4.70,-12.30,-162.40,,,,,,,,,,,,
,19.17,0.94,4.88,22.43,,YOY,0.00,0.00,0.00,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,0.00,0.00,0.00,,,,,,,,,,,,
,9.20,0.77,8.30,23.10,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,41.90,1.80,1.10,0.30,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),,,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,1122.44,1186.8,1375.26,1434.81,1411.44,1775.66,2025.05,2312.4,2261.81,2821,,, 매출액,616.94,617.68,524.13,573.69,546.32,,
, 영업이익,123.37,190.45,220.42,297.31,326.22,450.75,471.11,527.72,507.31,577,,, 영업이익,156.52,122.32,120.62,129.29,135.08,,
, 지배주주순이익,128.14,263.08,210.3,231.49,132.4,256.92,208.17,233.98,131.27,377,,, 지배주주순이익,95.93,36.61,67.42,82.19,-54.95,,
, 매출총이익율(%),19.26,24.11,22.93,27.36,29.98,31.15,28.2,27.48,27.49,0,,, 매출총이익율(%),30.6,24.96,28.14,27.4,29.83,,
, 판관비율(%),8.27,8.06,6.9,6.64,6.87,5.77,4.93,4.66,5.07,0,,, 판관비율(%),5.23,5.16,5.13,4.86,5.11,,
, 영업이익률(%),10.99,16.05,16.03,20.72,23.11,25.38,23.26,22.82,22.43,20.45,,, 영업이익률(%),25.37,19.8,23.01,22.54,24.73,,
, 매출액 YOY(%),14.07,5.7,15.9,4.3,-1.6,25.8,14,14.2,-2.2,24.7,,, 매출액 YOY(%),16.01,11.7,-6.75,-1.16,-11.45,,
, 영업이익 YOY(%),-10.97,54.4,15.7,34.9,9.7,38.2,4.5,12,-3.9,13.7,,, 영업이익 YOY(%),43.4,3.72,-11.34,10.31,-13.7,,
, 지배순이익 YOY(%),-46.67,105.3,-20.1,10.1,-42.8,94,-19,12.4,-43.9,187.2,,, 지배순이익 YOY(%),639.06,5.29,112.55,14.87,-157.28,,
, 매출액(개별),1099.66,1186.8,1375.26,1434.81,1408.58,1772.9,2024.19,2310.5,2258.06,0,,, 매출액(개별),616.21,617.06,522.61,573.36,545.04,,
, 영업이익(개별),122.29,190.45,220.42,297.33,326.05,450.76,469.03,525.24,508.12,0,,, 영업이익(개별),156.91,122.47,120.22,129.83,135.6,,
