,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,파세코,A037070,25150,3521,,컨센서스,0,0,0,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,주방용품,1.19,33.00,0.00,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,24.84,4.07,16.37,8.52,,YOY,0.00,0.00,0.00,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,0.00,0.00,0.00,,,,,,,,,,,,
,16.50,1.47,8.80,4.70,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,32.10,5.90,4.07,0.55,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,1049.33,1271.14,1381.14,1214.16,1019.53,1212.85,1494.12,1804.1,1981.1,1981.09,,, 매출액,441.33,300.3,701.02,555.94,423.83,,
, 영업이익,50.6,103.27,83.49,74.62,29.55,39.32,53.11,107.82,168.75,168.75,,, 영업이익,30.86,-20.73,96.92,66.13,26.43,,
, 지배주주순이익,40.79,75,59.97,58.85,28.45,36.72,47.5,86.43,141.73,141.73,,, 지배주주순이익,16.35,-8.81,72.82,55.08,22.64,,
, 매출총이익율(%),18.04,21.1,18.85,20.72,21.42,19.83,17.47,19.25,25.79,25.79,,, 매출총이익율(%),18.78,6.75,28.85,26.38,33.43,,
, 판관비율(%),13.21,12.98,12.8,14.57,18.52,16.59,13.91,13.28,17.27,17.27,,, 판관비율(%),11.78,13.66,15.02,14.49,27.2,,
, 영업이익률(%),4.82,8.12,6.05,6.15,2.9,3.24,3.55,5.98,8.52,8.52,,, 영업이익률(%),6.99,-6.9,13.83,11.9,6.24,,
, 매출액 YOY(%),5.41,21.1,8.7,-12.1,-16,19,23.2,20.7,9.8,0,,, 매출액 YOY(%),-15.48,20.02,49.08,-13.45,-3.97,,
, 영업이익 YOY(%),65.52,104.1,-19.2,-10.6,-60.4,33.1,35.1,103,56.5,0,,, 영업이익 YOY(%),-29.56,-63.74,207.19,13.88,-14.36,,
, 지배순이익 YOY(%),173.75,83.9,-20,-1.9,-51.7,29.1,29.4,82,64,0,,, 지배순이익 YOY(%),-56.99,-80.53,150.24,20.1,38.47,,
, 매출액(개별),1049.33,1271.14,1381.14,1214.16,1019.53,1212.85,1494.12,1804.1,1981.1,,,, 매출액(개별),441.33,300.3,701.02,555.94,423.83,,
, 영업이익(개별),50.6,103.27,83.49,74.62,29.55,39.32,53.11,107.82,168.75,,,, 영업이익(개별),30.86,-20.73,96.92,66.13,26.43,,
, 순이익(개별),40.79,75,59.97,58.85,28.45,36.72,47.5,86.43,141.73,,,, 순이익(개별),16.35,-8.81,72.82,55.08,22.64,,
, 영업이익율(%개별),4.82,8.12,6.05,6.15,2.9,3.24,3.55,5.98,8.52,,,, 영업이익율(%개별),6.99,-6.9,13.83,11.9,6.24,,
, 개별/연결 순익(%),100,100,100,100,100,100,100,100,100,,,, 개별/연결 순익(%),100,100,100,100,100,,
, 연간 주가 상승율,4.15,110.61,28.59,-5.39,4.95,3.84,-22.35,92.64,55.06,82.25,,, EPS,116.79,-62.93,520.14,393.43,161.71,,
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,,,,,,,,
, 시가총액,298.32,628.32,807.84,764.28,802.2,833,646.8,1246,1932,3521,,,,,,,,,,
, 주가,2131,4488,5771,5460,5730,5950,4620,8900,13800,25150,,,,,,,,,,
, EPS,291.38,535.71,428.41,420.42,203.21,262.29,339.29,617.36,1012.36,1012.36,,,,,,,,,,
, BPS,3554.09,4250.07,4462.47,4766.61,4798.93,4868.29,4997.86,5415.5,6183.36,6183.36,,,,,,,,,,
, EPS증가율(%),173.8,83.9,-20,-1.9,-51.7,29.1,29.4,82,64,0,,,,,,,,,,
, BPS증가율(%),0.1,19.6,5,6.8,0.7,1.4,2.7,8.4,14.2,0,,,,,,,,,,
, PER,7.31,8.38,13.47,12.99,28.2,22.69,13.62,14.42,13.63,24.84,,,,,,,,,,
, PBR,0.6,1.06,1.29,1.15,1.19,1.22,0.92,1.64,2.23,4.07,,,,,,,,,,
, PSR,0.28,0.49,0.58,0.63,0.79,0.69,0.43,0.69,0.98,1.78,,,,,,,,,,
, ROE,8.2,12.6,9.6,8.82,4.23,5.39,6.79,11.4,16.37,16.37,,,,,,,,,,
, ROA,4.34,7.69,6.09,6.48,3.01,4.02,4.68,7.76,12.3,12.3,,,,,,,,,,
, EV,534.94,739.29,942.83,783.71,837.29,844.82,677.65,1293.21,2053.53,3399,,,,,,,,,,
, EBITDA,96.96,154.34,133.04,124.76,76.37,81.66,93.06,148.66,214.33,214.32,,,,,,,,,,
, EV/EBITDA,5.52,4.79,7.09,6.28,10.96,10.35,7.28,8.7,9.58,15.86,,,,,,,,,,
, DPS,94.34,141.51,141.51,160.38,216.98,210,200,250,300,300,,,,,,,,,,
, 배당성향(%),29.76,26.36,32.96,38.07,106.72,79.98,58.87,40.44,29.59,29.63,,,,,,,,,,
, 시가배당율(%),4.43,3.15,2.45,2.94,3.79,3.53,4.33,2.81,2.17,1.19,,,,,,,,,,
, 차입금비율(%),55.01,26.69,28.23,11.32,16.48,6.46,9.58,14.8,2.79,2.79,,,,,,,,,,
, 부채비율(%),88.93,63.83,57.68,36.21,40.73,33.86,45.12,46.94,33.14,33.14,,,,,,,,,,
, 매출채권회전일수,30.47,30.25,40.11,23.45,31.37,39.14,49.18,34.49,20.89,20.89,,,,,,,,,,
, 재고자산회전일수,67.36,65.46,49.65,61.72,84.8,65.45,55.37,44.1,60.69,60.69,,,,,,,,,,
, 상장주식수 (만주),1399.91,1400,1399.83,1399.78,1400,1400,1400,1400,1400,1400,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익계산서,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,분기 손익계산서,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,1049.33,1271.14,1381.14,1214.16,1019.53,1212.85,1494.12,1804.1,1981.1,1981.09,,, 매출액,441.33,300.3,701.02,555.94,423.83,,
, -매출원가,860.07,1002.9,1120.82,962.61,801.19,972.35,1233.17,1456.75,1470.21,1470.2,,, -매출원가,358.47,280.02,498.79,409.26,282.13,,
, =매출총이익,189.26,268.24,260.32,251.56,218.35,240.5,260.95,347.35,510.89,510.89,,, =매출총이익,82.86,20.28,202.23,146.68,141.7,,
, -판매비와관리비,138.66,164.97,176.82,176.93,188.8,201.19,207.84,239.53,342.14,342.14,,, -판매비와관리비,52,41.01,105.31,80.55,115.27,,
, =영업이익,50.6,103.27,83.49,74.62,29.55,39.32,53.11,107.82,168.75,168.75,,, =영업이익,30.86,-20.73,96.92,66.13,26.43,,
, +- 비영업손익,-9,-21.52,-5.27,-4.51,2.5,0.5,-0.72,-3.65,7.01,7,,, +- 비영업손익,-7.47,1.69,2.25,4.06,-1,,
, (금융손익),-7.36,-6.26,-9.13,-9.8,1.27,-0.41,-2.08,0.1,10.96,10.95,,, (금융손익),2.66,-2.34,4.54,3.65,5.1,,
, (관계기업손익),0,0,0,0,0,0,0,0,0,0,,, (관계기업손익),0,0,0,0,0,,
, (외환손익),-2.59,-8.93,5.15,0.1,1.91,1.36,0.08,0.36,7.59,7.58,,, (외환손익),-3.14,1.38,2.11,2.49,1.6,,
, =세전순익,41.6,81.75,78.22,70.12,32.04,39.82,52.39,104.17,175.75,175.75,,, =세전순익,23.39,-19.04,99.17,70.19,25.43,,
, -법인세,0.81,6.75,18.25,11.26,3.59,3.1,4.89,17.74,34.02,34.03,,, -법인세,7.04,-10.23,26.35,15.12,2.79,,
, =순이익,40.79,75,59.97,58.85,28.45,36.72,47.5,86.43,141.73,141.73,,, =순이익,16.35,-8.81,72.82,55.08,22.64,,
, 지배주주순익,40.79,75,59.97,58.85,28.45,36.72,47.5,86.43,141.73,141.73,,, 지배주주순익,16.35,-8.81,72.82,55.08,22.64,,
, 비지배주주순익,0,0,0,0,0,0,0,0,0,0,,, 비지배주주순익,0,0,0,0,0,,
, 매출원가비중,81.96,78.9,81.15,79.28,78.58,80.17,82.53,80.75,74.21,74.21,,, 매출원가비중,81.22,93.25,71.15,73.62,66.57,,
, 매출총이익율,18.04,21.1,18.85,20.72,21.42,19.83,17.47,19.25,25.79,25.79,,, 매출총이익율,18.78,6.75,28.85,26.38,33.43,,
, 판관비율,13.21,12.98,12.8,14.57,18.52,16.59,13.91,13.28,17.27,17.27,,, 판관비율,11.78,13.66,15.02,14.49,27.2,,
, 영업이익률,4.82,8.12,6.05,6.15,2.9,3.24,3.55,5.98,8.52,8.52,,, 영업이익률,6.99,-6.9,13.83,11.9,6.24,,
, 지배주주순이익률,3.89,5.9,4.34,4.85,2.79,3.03,3.18,4.79,7.15,7.15,,, 지배주주순이익률,3.7,-2.93,10.39,9.91,5.34,,
,,,,,,,,,,,,,,,,,,,,,
,연간 현금흐름표,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,분기 현금흐름표,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 영업활동현금흐름,72.24,152.99,64.12,156.2,30.46,71.21,59.91,169.55,177.22,177,,, 영업활동현금흐름,54,-58,36,194,5,,
, 당기순이익,40.79,75,59.97,58.85,28.45,36.72,47.5,86.43,141.73,141.73,,, 당기순이익,16.35,-8.81,72.82,55.08,22.64,,
, 감가상각비,46.36,51.07,49.55,50.14,46.82,42.34,39.95,40.84,45.58,45.57,,, 감가상각비,10.78,11.16,11.81,11.08,11.52,,
, 투자활동현금흐름,-54.86,-42.59,-69.58,-17.48,-11.48,-32.76,-49.63,-65.78,-78.19,-78,,, 투자활동현금흐름,-22,-7,-23,-19,-29,,
