,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,LG하우시스,A108670,87300,7829,,컨센서스,7519,275,121,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,창호,0.34,185.00,0.00,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,5.30,-44.30,-3553.90,,,,,,,,,,,,
,-10.15,0.93,-9.21,2.53,,YOY,3.90,32.10,163.40,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-8.70,210.60,108.80,,,,,,,,,,,,
,28.60,0.77,2.60,3.60,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,91.70,10.20,2.23,0.34,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),,,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,24510.83,26769.52,27921.35,26869.52,29283.37,32094.05,32664.96,31868.07,30380.37,31053,,, 매출액,8049.97,7236.93,7200.77,7709.14,8233.53,7519,
, 영업이익,566.35,1145.88,1485.43,1553.34,1569.91,1454.04,703.71,687.77,709.87,1093,,, 영업이익,31.97,208.18,132.01,281.14,88.54,275,
, 지배주주순이익,289.77,732.37,644.84,717.79,751.36,678.55,-531.27,115.65,-771.22,492,,, 지배주주순이익,-263.35,45.94,27.74,536.67,-1381.57,121,
, 매출총이익율(%),21.54,22.97,24.05,27.53,27.15,24.8,22.37,23.43,24.79,0,,, 매출총이익율(%),22.13,25.95,24.31,25.47,23.57,0,
, 판관비율(%),19.23,18.69,18.73,21.75,21.79,20.27,20.22,21.27,22.46,0,,, 판관비율(%),21.73,23.07,22.47,21.82,22.49,0,
, 영업이익률(%),2.31,4.28,5.32,5.78,5.36,4.53,2.15,2.16,2.34,3.52,,, 영업이익률(%),0.4,2.88,1.83,3.65,1.08,3.66,
, 매출액 YOY(%),0.23,9.2,4.3,-3.8,9,9.6,1.8,-2.4,-4.7,2.2,,, 매출액 YOY(%),-3.87,-4.42,-13.89,-2.23,2.28,3.9,
, 영업이익 YOY(%),-20.43,102.3,29.6,4.6,1.1,-7.4,-51.6,-2.3,3.2,54,,, 영업이익 YOY(%),-80.87,89.89,-55.6,12.97,176.95,32.1,
, 지배순이익 YOY(%),-37.75,152.7,-12,11.3,4.7,-9.7,-178.3,121.8,-766.9,163.8,,, 지배순이익 YOY(%),54.94,628.05,-89.62,345.92,-424.61,163.39,
, 매출액(개별),20739.96,22859.65,24404.39,22884.73,24905.61,27947.43,28177.33,27105.01,25965.1,0,,, 매출액(개별),6918.3,6235.62,6185.74,6455.13,7088.61,0,
