,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,삼표시멘트,A038500,5550,5958,,컨센서스,1322,57,9,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,시멘트 및 레미콘,1.35,110.00,31.52,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-4.20,68.10,-39.30,,,,,,,,,,,,
,43.41,0.93,2.14,11.32,,YOY,2.40,3.10,53.30,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-11.50,-84.70,-90.60,,,,,,,,,,,,
,17.30,0.65,3.80,7.90,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,31.60,1.00,1.19,0.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,6353.67,6097.33,5535.54,5638.12,6159.1,6713.07,5760.27,5954.86,5431.52,5821,6421,, 매출액,1611.34,1290.98,1402.77,1243.72,1494.04,1322,1470
, 영업이익,303.01,-47.07,643.45,469.39,685.42,743.55,7.45,480.59,616.79,489,569,, 영업이익,197.76,55.29,153.21,36.89,371.4,57,222
, 지배주주순이익,-667.82,-2425.19,3269.17,-108.38,502.95,362.85,-43.4,185.8,137.25,169,239,, 지배주주순이익,110.16,5.87,75.5,-40.07,95.95,9,137
, 매출총이익율(%),16.73,15.5,18.61,17.48,21.72,21.37,10.36,16.89,20.48,0,0,, 매출총이익율(%),20.47,13.18,19.74,12.25,34.33,0,0
, 판관비율(%),11.96,16.27,6.99,9.16,10.59,10.29,10.23,8.82,9.12,0,0,, 판관비율(%),8.19,8.9,8.82,9.29,9.47,0,0
, 영업이익률(%),4.77,-0.77,11.62,8.33,11.13,11.08,0.13,8.07,11.36,8.4,8.86,, 영업이익률(%),12.27,4.28,10.92,2.97,24.86,4.31,15.1
, 매출액 YOY(%),8.7,-4,-9.2,1.9,9.2,9,-14.2,3.4,-8.8,7.2,10.3,, 매출액 YOY(%),-3.26,-0.17,-12.11,-14.48,-7.28,2.4,4.79
, 영업이익 YOY(%),242.37,-115.5,1467,-27.1,46,8.5,-99,6350.9,28.3,-20.7,16.4,, 영업이익 YOY(%),78.37,182.33,-26.93,-73.71,87.8,3.09,44.9
, 지배순이익 YOY(%),22.83,-263.2,234.8,-103.3,564.1,-27.9,-112,528.1,-26.1,23.1,41.4,, 지배순이익 YOY(%),-3.52,104.86,-44.12,-165.34,-12.9,53.32,81.46
, 매출액(개별),6117.55,6078,5530.51,5630.38,6156.38,6701.33,5713,5872.73,5358.42,0,0,, 매출액(개별),1591.14,1277.48,1380.87,1226.19,1473.88,0,0
, 영업이익(개별),345.72,122.29,549.45,412.67,566.7,513.14,-95.76,351.83,525.6,0,0,, 영업이익(개별),123.12,34.04,102.02,20.65,368.9,0,0
, 순이익(개별),-695.47,-2226.29,3015.98,-232.26,446.17,244.37,-132.69,172.84,217.11,0,0,, 순이익(개별),57.27,8.63,64.23,-27.75,171.99,0,0
, 영업이익율(%개별),5.65,2.01,9.93,7.33,9.21,7.66,-1.68,5.99,9.81,0,0,, 영업이익율(%개별),7.74,2.66,7.39,1.68,25.03,0,0
, 개별/연결 순익(%),104.14,91.8,92.26,214.3,88.71,67.35,305.74,93.02,158.19,0,0,, 개별/연결 순익(%),51.99,147.02,85.07,69.25,179.25,0,0
, 연간 주가 상승율,9.22,-36.41,8.23,38.84,-25.71,-1.12,39.38,-11.86,5.28,39.1,0,, EPS,102.62,5.47,70.33,-37.33,89.38,8.38,127.62
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,3176.02,2120.33,3247.55,4509,3349.54,3311.97,4616.36,4068.84,4283.55,5958,5958,,,,,,,,,
