,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,농심,A004370,294000,17883,,컨센서스,6652,367,318,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,식료품,1.36,33.00,14.96,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,-0.40,16.70,66.30,,,,,,,,,,,,
,12.04,0.88,7.30,5.10,,YOY,-3.30,-42.30,-34.80,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,5.20,41.10,-6.70,,,,,,,,,,,,
,16.00,1.01,6.40,4.50,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,25.00,9.10,1.64,0.76,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,21757.11,20866.51,20417.03,21816.24,22170.15,22082.61,22364.36,23439.43,26397.96,26696,27805,, 매출액,5973.12,6876.8,6680.18,6514.78,6326.2,6652,6690
, 영업이익,968.92,926.03,735.43,1182.88,897.03,963.84,885.6,788.16,1602.97,1204,1347,, 영업이익,204.41,635.75,413.86,293.18,260.19,367,246
, 지배주주순이익,-67.84,883.96,650.03,1173.38,1992.9,906.61,842.92,709.95,1485.11,1163,1274,, 지배주주순이익,211.46,487.44,362.06,294.77,340.83,318,213
, 매출총이익율(%),27.49,28.09,28.67,30.8,32.17,33.26,30.04,30.63,31.71,0,0,, 매출총이익율(%),32.89,33.19,31.77,30.69,31.1,0,0
, 판관비율(%),23.03,23.65,25.07,25.38,28.13,28.89,26.08,27.27,25.64,0,0,, 판관비율(%),29.47,23.95,25.58,26.19,26.99,0,0
, 영업이익률(%),4.45,4.44,3.6,5.42,4.05,4.36,3.96,3.36,6.07,4.51,4.84,, 영업이익률(%),3.42,9.24,6.2,4.5,4.11,5.52,3.68
, 매출액 YOY(%),0.22,-4.1,-2.2,6.9,1.6,-0.4,1.3,4.8,12.6,1.1,4.2,, 매출액 YOY(%),3.96,16.84,17.57,10.44,5.91,-3.27,0.15
, 영업이익 YOY(%),-4.59,-4.4,-20.6,60.8,-24.2,7.4,-8.1,-11,103.4,-24.9,11.9,, 영업이익 YOY(%),-21.3,101.13,404.77,57.9,27.29,-42.27,-40.56
, 지배순이익 YOY(%),-108,1403,-26.5,80.5,69.8,-54.5,-7,-15.8,109.2,-21.7,9.5,, 지배순이익 YOY(%),-15.63,67.85,678.29,82.44,61.18,-34.76,-41.17
, 매출액(개별),19589.18,18708.07,18013.2,18786.65,18621.87,18553.64,18578.14,19056.94,21057,0,0,, 매출액(개별),4862.47,5539.36,5246.57,5197.83,5073.23,0,0
, 영업이익(개별),1017.54,921.03,709.33,1053,690.97,760.62,669.43,493.47,903.66,0,0,, 영업이익(개별),120.1,471.61,161.91,160.78,109.35,0,0
, 순이익(개별),2.07,926.12,680.62,1151.83,1942.44,803.87,756.65,562.72,927.87,0,0,, 순이익(개별),161.73,391.43,197.62,188.01,150.8,0,0
, 영업이익율(%개별),5.19,4.92,3.94,5.61,3.71,4.1,3.6,2.59,4.29,0,0,, 영업이익율(%개별),2.47,8.51,3.09,3.09,2.16,0,0
, 개별/연결 순익(%),-3.05,104.77,104.71,98.16,97.47,88.67,89.77,79.26,62.48,0,0,, 개별/연결 순익(%),76.48,80.3,54.58,63.78,44.24,0,0
, 연간 주가 상승율,16.77,-7.55,0.6,74.06,-24.35,6.47,-28.11,-5.5,24.74,-2,0,, EPS,3476.42,8013.55,5952.29,4846.04,5603.27,5227.94,3501.73
,,,,,,,,,,,,,,,,,,,,,
,투자지표,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,,,,,,,,
, 시가총액,16514.37,15267.43,15358.67,26733.21,20224.78,21532.55,15480.32,14628.75,18247.93,17883,17883,,,,,,,,,
, 주가,271500,251000,252500,439500,332500,354000,254500,240500,300000,293997.7,293997.7,,,,,,,,,
, EPS,-1115.31,14532.6,10686.71,19290.76,32763.95,14904.97,13857.89,11671.82,24415.71,19119.8,20944.65,,,,,,,,,
, BPS,236879.8,246462.2,252303.8,268800,294262,300602.4,309920.4,316956.8,334384.6,353498.9,374443.6,,,,,,,,,
, EPS증가율(%),-108,1403,-26.5,80.5,69.8,-54.5,-7,-15.8,109.2,-21.7,9.5,,,,,,,,,
, BPS증가율(%),0,4,2.4,6.5,9.5,2.2,3.1,2.3,5.5,5.7,5.9,,,,,,,,,
, PER,-243.43,17.27,23.63,22.78,10.15,23.75,18.37,20.61,12.29,15.38,14.04,,,,,,,,,
, PBR,1.15,1.02,1,1.64,1.13,1.18,0.82,0.76,0.9,0.83,0.79,,,,,,,,,
, PSR,0.76,0.73,0.75,1.23,0.91,0.98,0.69,0.62,0.69,0.67,0.64,,,,,,,,,
, ROE,-0.47,5.9,4.24,7.18,11.13,4.96,4.47,3.68,7.3,5.41,5.59,,,,,,,,,
, ROA,-0.32,3.99,2.92,4.85,8.03,3.7,3.33,2.68,5.45,4.09,4.29,,,,,,,,,
, EV,20126.9,19533.59,19372.13,30949.46,25457.99,26367.88,20817.86,19362.99,23254.41,12877,12877,,,,,,,,,
, EBITDA,1775.49,1756.16,1545.74,1982.18,1751.55,1794.72,1730.24,1748.13,2619.02,2619.03,2619.03,,,,,,,,,
, EV/EBITDA,11.34,11.12,12.53,15.61,14.53,14.69,12.03,11.08,8.88,4.92,4.92,,,,,,,,,
