,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,JYP ENT.,A035900,33950,12051,,컨센서스,325,92,73,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,매니지먼트,0.45,20.00,28.42,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,9.20,-10.90,-29.10,,,,,,,,,,,,
,40.80,6.60,16.17,27.91,,YOY,-4.30,-31.60,-35.60,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,-22.10,-12.50,25.50,,,,,,,,,,,,
,33.80,5.70,17.00,22.30,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,1183.60,17.30,12.53,2.46,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,21년(E),22년(E),,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,150.67,213.24,484.82,505.57,736.45,1022.42,1248.21,1554.36,1443.99,1745,2108,, 매출액,443.4,339.73,341.34,345.96,416.96,325,442
, 영업이익,-65.27,-25.53,82.57,41.99,138.12,194.63,287.49,434.59,441.36,546,644,, 영업이익,134.92,134.44,90.54,111.24,105.15,92,135
, 지배주주순이익,-92.93,-37.13,77.02,31.9,83.8,161.76,238.45,313.02,295.34,404,473,, 지배주주순이익,63.36,113.35,47.18,76.64,58.17,73,95
, 매출총이익율(%),23.66,38.82,37.77,30.95,37.11,38.41,44.99,48.94,53.25,0,0,, 매출총이익율(%),52.91,59.46,46.84,52.3,54.24,0,0
, 판관비율(%),66.99,50.79,20.74,22.64,18.35,19.38,21.96,20.98,22.69,0,0,, 판관비율(%),22.48,19.89,20.31,20.14,29.02,0,0
