,,,,,,,,,,,,,,,,,,,,,
,회사명,코드번호,주가(원),시가총액(억),,21/1Q,매출액,영업이익,순익(지배),,,,,,,,,,,,
,진원생명과학,A011000,18750,8473,,컨센서스,0,0,0,,,,,,,,,,,,
,업종,시가배당율,부채비율,1년후PER,,실적발표,0,0,0,,,,,,,,,,,,
,바이오,0.00,39.00,0.00,,컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,PER,PBR,ROE,OPM,,전분기컨센대비,0.00,0.00,0.00,,,,,,,,,,,,
,-45.43,8.60,-18.93,-44.48,,YOY,0.00,0.00,0.00,,,,,,,,,,,,
,PER(5년평균),PBR(5년평균),ROE(5년평균),OPM(5년평균),,QOQ,0.00,0.00,0.00,,,,,,,,,,,,
,-20.30,5.61,-38.70,-43.30,,,,,,,,,,,,,,,,,
,고점PER,저점PER,고점PBR,저점PBR,,,,,,,,,,,,,,,,,
,237.10,121.70,12.11,1.51,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,연간 손익 요약,12년,13년,14년,15년,16년,17년,18년,19년,20년,20년4q연환산,,,분기 손익 요약,19.4Q,20.1Q,20.2Q,20.3Q,20.4Q,21.1Q,21.2Q
, 매출액,194.1,206.57,246.25,283.65,313.71,271.71,342.93,412.41,415.03,415.03,,, 매출액,124.34,83.91,103.16,107.97,119.99,,
, 영업이익,-83.97,-63.1,-64.27,-36.27,-139.94,-248.62,-112.59,-82.09,-184.59,-184.59,,, 영업이익,-18.11,-29.11,-43.52,-35.85,-76.11,,
, 지배주주순이익,-88.88,-83.63,-64.92,14.14,-155.99,-237.3,-118.98,-76.19,-186.48,-186.49,,, 지배주주순이익,-27.86,-21.23,-36.33,-33.48,-95.45,,
, 매출총이익율(%),10.13,20.21,16.24,26.95,25.81,20.82,31.19,31.25,27.5,27.5,,, 매출총이익율(%),31.94,25.53,34.84,26.88,23.12,,
, 판관비율(%),53.4,50.75,42.35,39.73,70.42,112.31,64.02,51.16,71.97,71.97,,, 판관비율(%),46.5,60.22,77.03,60.08,86.55,,
, 영업이익률(%),-43.26,-30.55,-26.1,-12.79,-44.61,-91.5,-32.83,-19.9,-44.48,-44.48,,, 영업이익률(%),-14.56,-34.69,-42.19,-33.2,-63.43,,
, 매출액 YOY(%),-30.02,6.4,19.2,15.2,10.6,-13.4,26.2,20.3,0.6,0,,, 매출액 YOY(%),27.27,13.56,2.95,-5.27,-3.5,,
, 영업이익 YOY(%),-107.63,24.9,-1.9,43.6,-285.8,-77.7,54.7,27.1,-124.9,0,,, 영업이익 YOY(%),40.39,-33.35,-17.56,-598.83,-320.27,,
